sira;tistihdam;maas;iistihdam;icsaati;sbu;netsatis;mmaliyeti;katmadeger
406;4,4;79,5;3,4;7,9;54,4;1379;1086,8;257,2
407;4,4;75,5;3,4;7,4;49;1139,7;862,9;274,6
408;3,3;58,7;2,4;5,3;37,8;850,5;689,8;179,7
409;3,4;69,1;2,7;6;47,3;1246,7;978,3;321,5
410;3,6;71,4;2,9;6,4;48,9;1459,2;1108,3;323,5
411;3,3;64,4;2,7;5,7;43,5;1282,2;976,9;271,8
412;2,7;52,9;2;4,4;35;1116,9;762;304
413;3,1;67,9;2,3;5,2;44,5;1324,2;979,4;329,2
414;3;68;2,2;5,1;45,4;1378,5;1061;337,7
415;3;69,4;2,3;5,2;43,7;1358,4;1074,4;271,9
416;2,7;67,8;2;5;43,8;1474,4;1137,6;314,1
417;2,6;68,2;2;4,6;42,6;1569,8;1199,7;378,4
418;2,7;73,5;1,9;4,5;45,5;1720,7;1419,4;246,6
419;2,6;72,3;1,9;4,3;44,4;1804,9;1513,2;365,7
420;1,9;59,8;1,3;2,9;34,9;1407,9;1160,3;145,3
421;1,9;64;1,3;2,8;35,5;1327,3;1081,8;299,8
422;1,8;62,6;1,3;2,8;37,5;1367,2;1007,3;294,7
423;1,6;53,6;1,1;2,6;34;1138,1;774,3;368,3
424;1,7;59;1,2;2,6;36;1417,9;982,7;421
425;1,5;52,6;1;2,3;32,9;1454,1;1001;431,3
426;1,5;55,2;1,1;2,3;34,9;1426,6;969,6;442,8
427;1,5;52,9;1,1;2,3;34,8;1304,5;909,4;386,8
428;1,4;52,8;1;2,1;31,7;1506,4;1078,5;420,5
429;1,3;54,9;1;2,1;34,1;2249,1;1623,9;537,9
430;1,3;52,4;1;2;33,8;1989,4;1359,6;615,1
431;1,3;51;0,9;2;33,5;1969,1;1392;552,2
432;1,3;54,5;0,9;2;35,6;2319,3;1642,1;624,3
433;13,8;78,1;9,6;20,5;49,2;1337,1;1101,8;234,3
434;13,7;80,4;9,6;20,7;50,6;1296,5;1052,4;243,3
435;12,9;79,3;9,1;19,7;51,4;1154,5;924,8;237,9
436;14;87,4;9,6;20,2;54,7;1396,2;1168,5;236,7
437;14,9;97,1;10,2;22;61;1784,2;1491,4;302,6
438;14,6;95,2;9,7;20,7;59,3;1434,7;1159,7;278,1
439;12,9;90,2;8,4;18,7;56,3;1444,4;1156,2;287
440;14;97,7;9,4;20,4;61,3;1617,6;1302,5;308,8
441;14,7;106,6;11;22,3;69,1;1831,6;1481,4;366,6
442;16,1;120,8;11,3;24,6;79,1;1873,9;1456,7;407,7
443;15,8;126,4;11;23,6;81,4;1842,9;1346,6;488,9
444;16,2;133,8;11,3;24,3;87,6;1941,6;1423,4;513,1
445;14,5;129,7;10,3;22;85,5;2079,4;1579,2;519,5
446;13,8;132,3;9,5;19,9;89;2223;1711,9;520,2
447;14;143,7;9,8;21,2;94,5;2286,8;1747,8;537,5
448;14,4;158,1;10,4;22,1;106,2;3189,2;2584,2;661,6
449;14,4;167;10,1;21,4;111,8;4448,6;3790,9;760,2
450;14,1;175,5;10;21;116,6;4407,3;3672,2;690,4
451;14,2;185;10,2;21,4;124,1;3890,2;3160,8;775,9
452;13,9;206,1;9,8;20,6;136,4;4491,5;3721,4;719,7
453;14,3;231,6;10,1;20,9;154,9;5284,8;4349,6;977,8
454;14;249,8;9,8;20,8;167,3;5845,5;4771,6;1140,6
455;14;263,4;9,9;20,3;174,4;5728,3;4647,3;1090,7
456;13,2;271,4;9,4;19,5;179,3;5784,1;4550,6;1200,5
457;13,6;293,6;9,5;19,2;187,9;5452,7;4140,2;1309,2
458;12,6;292,4;8,8;18,2;185,8;5329,8;4112,1;1265,2
459;12,4;292,5;8,9;18,1;189,2;6348,5;5016,6;1334
460;11,6;284,5;8,1;16,6;182;6158;4870,6;1235,3
461;11,3;282;7,8;15,7;179;5450,2;4079,1;1341
462;10,1;272,9;7,1;14,8;179,7;4709,5;3381,1;1326,5
463;10,6;292,7;7,5;15,3;187,7;5783,8;4292,7;1540,6
464;11,4;306,5;8;16;190,3;6312,5;4629,3;1627,1
465;11,1;294,6;7,6;15,4;181,7;6086,9;4402,5;1696,9
466;10,9;300,5;7,6;15,5;186,9;6484,8;4809,9;1672,6
467;9,6;282,7;6,7;14,1;175,9;5504,9;4033,5;1471,9
468;9,1;281,1;6,4;13,3;169,1;5762,7;4256;1506,7
469;8,3;271,3;6,1;12,7;169,3;5760,7;4264,5;1504,2
470;7,8;261,5;5,6;12,3;164,5;5499,5;4221,1;1292,9
471;8,1;277,6;6;13,3;181,9;6064,7;4553,4;1492,5
472;8,5;296,3;6,3;13,4;192,6;7622,9;5960,6;1681,9
473;8;293,7;5,9;12,8;188,6;7679,6;6066;1590
474;8,9;308,3;6,4;13,8;201;6798,5;5309;1494,7
475;7,4;260,3;5,5;11,7;175;5927,6;4183,5;1728,7
476;7,7;273,9;5,7;11,4;184,2;6218,4;4497;1713,3
477;8,2;320,6;6;12,8;208;7172,6;5467;1719,4
478;7;283,5;5,3;11,2;188,8;7505,5;5947,8;1598,6
479;7,3;320,1;5,5;12;215,9;9990,9;8077,2;1932,2
480;7,2;324,5;5,6;12,2;223,2;9640,2;7768,4;1869,2
481;7,3;328,3;5,5;11,8;220,1;9312;7277,3;2088
482;8,3;392,2;6,3;14;260,4;12831,7;10418,7;2505,1
483;8,7;415,3;6,6;14,7;280;19528,1;15255,4;4229,2
484;8,4;425;6,3;13,5;277;14017,5;10574,3;3384,9
485;8,5;422,4;6,3;13,8;269,1;13551,1;10743,5;2930,5
486;8,6;433,5;6,4;13,9;276,9;16285,8;13156,2;3254
487;10,9;61,9;8,5;16,8;44,1;444,1;202;243,1
488;11,1;66;8,7;17,5;47,9;460,5;206,7;254,8
489;11,1;68,3;8,6;17,9;48,7;482,8;215,5;266,5
490;11,6;73,4;9;18,1;52,3;503,5;221,3;283,8
491;12,1;77,1;9,6;18,8;55,6;577;251,5;325,8
492;11,4;75,1;9,4;18,8;59,6;625,1;264,7;365
493;11,5;80;9,6;19,4;63,1;671,3;280;390,7
494;11,9;84,2;9,9;19,8;65,8;707,1;293,8;415,6
495;11,8;87,5;9,8;20;68,2;742,9;300,9;442,5
496;12,2;93,8;10,1;20,2;71,9;793;322,7;473,3
497;11,4;95,3;9,3;19,1;72,7;816,7;317,7;499,6
498;11,5;105;9,4;19,5;80,7;857,5;324,5;532
499;12;115,1;9,9;20,1;89,7;953,1;366,1;591,6
500;12,5;126,4;10,3;21,1;99,4;1048,2;417,3;636,7
501;12,9;140,9;10,7;21,6;111,6;1125,5;439,1;688,4
502;13,1;161,6;11;23,5;129,6;1281,1;568,4;710
503;13,9;181,9;11,6;24,2;146;1641,1;837,2;808,5
504;13,9;209,6;11,6;24,9;169,3;2027,7;979,4;1055,9
505;15;241,6;12,6;25,6;196,5;2158,2;927,9;1234,7
506;16,4;287,4;13,8;28,8;230;2497,5;1061,2;1447
507;16,6;305,2;14;28,3;240,3;2674,1;1084;1598,7
508;16,3;347,2;14,1;28,6;280;3095,7;1261,3;1859,6
509;15,9;375,5;13,7;28,1;302,3;3476,1;1401,6;2108,4
510;15,6;412,6;13,4;27,6;329;3950,2;1586,7;2361,9
511;15,6;435;12,8;25,5;329,3;4131,9;1475;2622,8
512;16,3;483;13,3;26,7;376,3;4571,9;1502;3069,3
513;16,2;525,9;13,2;26,8;415;5107,2;1636,2;3478,6
514;16,3;563,1;13,3;27,3;447,1;5718,1;1721,2;3994,7
515;16,4;585,1;13,3;27,8;464,9;6167,6;1681,4;4513,1
516;16;598,9;13,1;28,4;478,6;6565,7;1669,8;4904,5
517;16,4;654,6;13,7;30,4;525,5;7274,4;1823,3;5463,8
518;16;665,1;13,2;30,2;532;7912,3;2150,4;5754,1
519;16,1;684;13,1;29;546,4;8704,6;2371,4;6325,3
520;15,7;707,1;12,7;27,1;558,9;8954,4;2371,5;6580,7
521;16,1;745,3;13,1;29,7;597,6;9798,6;2470,9;7338,1
522;17,6;761,8;14,4;31,6;608,7;10615;2835;7762,6
523;17,1;765,2;14,1;31,1;609,9;11506,5;2770,1;8720,8
524;16,6;758,6;13,8;30,7;603,5;11479,4;2519,8;8922,1
525;13,8;717,4;11,2;26,5;575,4;9105,2;2623,3;6470,2
526;14,4;718,1;11,8;26;581;9098,8;2563,4;6556,2
527;14,9;723,1;12,3;26,6;583,2;9644,3;2546,8;7105,1
528;14,7;751,2;12,2;27;605,3;10773,9;2566,7;8209,1
529;14,6;749,2;11,9;26,5;592,2;11040,3;2620,6;8421,7
530;14;739,9;11,6;25,4;583,2;11412,8;2700,2;8700,4
531;13;703,7;10,7;22,9;548,7;8934,9;2293,7;6670,3
532;12,6;699,7;10,3;24,6;539,7;10484;2383,4;8107,6
533;12,3;729,5;10,1;22,1;563,7;11209,7;2539,1;8636,5
534;13,4;798,2;11,2;24,8;614,3;11452,6;2817,8;8636,3
535;14;796,4;11,6;24,8;619,1;9426,2;2813,2;6613,6
536;12,9;744,8;10,5;23;583,1;9684,2;3048,4;6651,2
537;13,3;773,6;10,8;23,1;601,3;10748,2;3266;7519,1
538;13;784,8;10,6;22,3;616,1;11572,5;3548,1;7988,4
539;12;788;9,9;21,3;631,6;10460;3556,7;6922
540;11,5;737,6;9,5;20,4;597,5;10411,3;3670,5;6687,8
541;7,3;28,7;5,6;12,8;19,5;178;109,7;67,8
542;7,5;29,7;6;13,3;21,8;198;118,7;78,9
543;7,2;28,5;5,6;12,7;20,7;200,4;118,6;81,8
544;7,2;31,5;5,7;13,3;22,7;229,3;156,2;74,4
545;6,8;31,2;5,3;12,1;22,2;232,5;154,6;77,2
546;8,3;38,8;6,3;14,6;37,9;378,7;251,9;135,7
547;8,5;42,2;6,5;15,4;30,3;325,2;216;106,2
548;8;42,7;6,4;14,5;31,1;294,4;182;107,6
549;7,9;45,2;6,2;14,3;33;313,5;187,1;121,1
550;7,9;48,5;6,2;14,5;35,4;368,5;238,7;133,8
551;7,8;49,5;6,1;14,2;36,2;383;241,1;147
552;7,4;48,2;5,6;12,3;34,2;347,9;196,2;154,3
553;7,3;51,6;5,6;12,7;36,5;364,4;203,2;159,9
554;7,5;57,5;5,7;13,3;41,4;407,7;214,1;196,8
555;7,1;60,7;5,2;12,3;44;406,5;260,9;151,7
556;7,1;66,5;5,6;13,3;50;542;335,4;219,5
557;7;70,1;5,4;12,7;52,1;1262,1;599,3;737,1
558;7,8;88,4;6,2;13,9;66,4;1015,9;535,1;454,4
559;8,1;99,6;6,3;14,7;75,8;713,5;429,1;246,2
560;8;95,8;6,3;13,6;70,8;704;440,1;275,7
561;7,2;95,1;5,6;12,3;69,4;698,9;430,2;297,9
562;7;102,1;5,7;12,9;83;842,8;491,3;274
563;6,9;111,6;5,6;12,9;88,9;1486,3;789,7;771,9
564;7,8;137,6;6,4;14,5;108;1344,5;873,9;515
565;7,5;133,8;5,8;13,1;100,5;1113,9;755,8;297,7
566;7,6;141,1;6,1;13;106,2;1311,6;837,8;478,4
567;7,4;143,2;5,8;12,8;106,4;1232,5;791,2;449,8
568;6,8;141,4;5,4;11,6;106,8;1168,6;772,3;451,7
569;6,4;141,3;5;11,3;105,6;1244;789,6;429,6
570;6,2;143,3;4,8;11;108,4;1239,4;792,1;504,2
571;6,2;148,7;4,8;11;111,9;1287,1;815,1;493,6
572;6,3;152,2;4,8;10,7;112,2;1436;894,1;520,8
573;6,1;156,2;4,6;10,2;112,2;1295,6;785;502
574;6,2;162,8;4,7;10,4;118;1374,4;888,6;554,2
575;7;175,8;5,1;11,7;128,2;1459,8;887,6;561,9
576;6,7;177,8;5;11,6;129,2;1519,1;892,1;673
577;6,4;185,9;4,7;10,9;131,1;1562,7;889,1;662,4
578;5,3;166,8;3,4;9;103,4;1403,4;825,2;568,8
579;5;169,1;3,1;8,3;105,4;1467;849,7;610,5
580;4,9;167,6;3,4;8,8;109,5;1457,5;872,1;647,5
581;4,9;158,6;3,5;8,7;104,5;1501,4;870,2;731,1
582;5,1;163;3,7;8,3;119,3;1493,5;850,4;698,7
583;4,9;158,2;3,4;8;117,2;1485,1;800;703,2
584;4,2;139,5;2,9;6,7;108,1;1202,8;701,5;515,1
585;4,4;145,5;3,1;7,3;113;1267,5;773,8;410,2
586;4,1;167,6;3;7,5;115,5;1540,3;936,6;562,2
587;3,9;168,1;2,9;7,1;113,4;1583;966,1;578
588;4,1;180,8;3;7;124,1;1747,6;1004,3;686,5
589;3,8;183,6;2,9;6,5;122,1;1735,4;970,2;761,1
590;4;200,7;3,1;7,2;149,5;1872,2;1082,8;776,4
591;3,8;197,7;2,9;6,6;133,5;1901,1;1151,6;737,3
592;4;199,4;2,9;6,5;134;1978,2;1114,9;861,3
593;3,9;217,9;2,8;6,4;147,2;2246,5;1317,2;923,8
594;3,7;213,5;2,7;6;148;2316,6;1344,5;919,8
595;15,2;84;11,8;25,3;63,4;997,3;812,6;184,8
596;15,4;88,7;12,1;25,2;67,3;1025,4;847,3;189,2
597;14,9;91,6;11,5;24,4;69;1067,6;841,3;224,5
598;13,9;89;10,6;22,5;66,7;1076,2;858,5;211,4
599;12,9;89;10;21,7;66,5;1139,7;910,9;234
600;12,4;90,8;9,5;20,7;66,9;1271,2;1048,1;254,4
601;12,1;87,6;9,1;19,2;64,2;1185,1;944,3;204,5
602;11,2;85;8,5;17,9;62,5;1181,6;914,1;268
603;11,1;88,1;8,4;17,8;64,7;1219,9;961;262,8
604;11,5;92,7;8,7;18,7;69,2;1375,7;1081;308,5
605;11;94;8,4;18,2;69,7;1425,1;1129,1;294,7
606;11,2;98,2;8,4;17,8;71,3;1502,1;1172,2;332,9
607;10,6;101,7;7,8;16,7;71,5;1589,3;1200,4;385,7
608;10,6;108,6;7,9;17,6;76,2;1640,6;1289,1;364,6
609;10,9;119,5;8,2;18,1;83,8;1742,7;1363,9;383,9
610;10,6;121,8;7,8;16,9;83,8;1913,3;1515,3;415,9
611;10,9;143,1;7,8;17,5;98,6;4477,9;3775,2;878,7
612;10,5;144,4;7,3;15,1;96;3474,9;2878;479,5
613;10,3;158,2;7,3;15,3;107,5;2596;2057,6;550,7
614;10,2;168,9;7,2;15,4;116,4;2260;1755,1;526,2
615;10,3;183,9;7,4;15,7;127,2;2291,5;1745,3;520,7
616;9,8;189,7;7,1;14,8;132,9;2715;2102;601
617;9,8;210;7,2;15,1;149;4110,5;3355,8;802,6
618;9,4;223;6,9;14,6;156,6;3773;3170,6;567,6
619;8,3;197,2;6,2;12,8;139,5;3040,3;2424,9;622,4
620;7,6;195,1;5,8;11,8;141,4;3145,1;2512,6;631,3
621;7,4;198,1;5,6;11,6;146;3081;2538,3;536,4
622;5,8;175,8;4,3;9,4;132,8;2616,4;2029,4;583,5
623;5,5;179,3;4,1;9,2;132,9;2604,9;2063,8;551,2
624;5,5;177,4;4,2;9;130,4;2460,2;2002,8;445,4
625;5,3;171,7;4,1;8,3;130,4;2458,4;2058,4;422,2
626;4,9;170,7;4;8,3;133,1;2641,9;2124,5;534,9
627;4,9;181,5;4,1;8,7;142,8;3075,3;2438,8;659,7
628;4,9;186;3,9;8,3;134,8;2925,9;2284,4;654,9
629;4,8;187,5;3,6;7,9;129,4;2822,9;2138,2;737,2
630;4,9;198;3,5;8;130,7;2769,5;1994,5;757,1
631;4,1;188,9;2,7;6,5;121,9;2592,7;1969;607,4
632;3,4;160,5;2,3;5,9;100;2582,2;2002;540,2
633;3,1;155,2;2;5,2;97,6;2665,8;2085,4;577,1
634;3,9;191,7;2,8;6,8;126,2;3209,2;2677,6;540,1
635;3,9;198;2,9;7,2;131,4;3322;2726,9;596,8
636;4,1;220,2;3,1;7,5;145;3081,7;2493,9;586
637;3,9;203,2;2,9;7,1;135;2927,2;2373,4;575,1
638;4,1;216,7;2,8;6,4;139,6;2538,7;2136;387,4
639;4,5;196,8;3,2;7,6;130,7;3000,1;2315,6;647,9
640;4;197,5;2,9;7,2;136,1;3166,4;2438,8;766
641;3,5;172,8;2,6;6,3;116,6;2844,7;2207,1;681,6
642;3,3;162,2;2,5;5,8;111,3;2759,2;2025,7;701,8
643;2,9;143,6;2,2;4,9;95,5;2416;1736,4;674,7
644;2,8;136,5;2;4,5;77,9;2304,1;1726,4;596
645;2,7;134,5;2;4,7;90,8;2339,7;1836,1;566,1
646;2,8;135,6;2,1;4,6;91,2;2434,7;1777,7;661,2
647;2,8;148,2;2;4,6;100,1;2764,8;2100,2;709,2
648;2,6;145,2;1,9;4,2;100,6;2851,2;2143,7;706,1
649;10,3;49,2;9;20,9;41,2;392,2;255;130,4
650;10,5;50;9,2;20,7;42,2;383,5;264,9;131,7
651;10,2;52;9;20,6;44,2;409,8;261,2;151,8
652;11,1;55,2;9,7;21,3;46,9;417,5;269,5;144,4
653;10,9;55,3;9,7;20,9;47,1;456,4;296,7;166,9
654;11,3;59,6;10,1;21,4;50,9;564,1;373,5;200,7
655;12,1;67,8;10,7;23,6;58,1;545,8;380,4;191,5
656;12,3;67,6;11;22,1;57,3;531,3;353,3;198,5
657;11,8;67,7;10;20,2;54,7;579,5;350,8;220,3
658;11,5;68,4;10,1;20,3;56,3;560,7;343;209,7
659;12;77;10,6;21,7;65,3;619,5;394,8;276,5
660;13;86,7;11,7;24;74,3;669,1;442,1;235,5
661;12,9;86,4;11,6;23,4;73,8;726,6;451,6;282,9
662;11,4;89,1;10,3;22,4;77,1;808,7;512,2;308,5
663;11,5;92,3;10,4;21,2;78,4;880,2;566,5;310,5
664;11,1;102,3;10;21,3;88,5;936,7;651,3;257,4
665;11,7;110,4;10,5;21,6;94,2;1687,8;1024,7;769,8
666;12,4;130,5;11;22,1;110,4;1741,1;1149,6;689,7
667;13;153,6;11,4;24,5;130,5;1483,2;1030,9;475,5
668;11,4;143,3;9,9;21,3;119;1181,7;836,9;345,6
669;10,8;150;9,4;18,7;123,1;1265,3;899,3;351,3
670;9,7;141;8,1;16,5;112,5;1347,8;967,5;375,3
671;9,9;142,2;8,5;16,6;113,1;1802,3;1225,8;527,3
672;10,3;163,5;8,8;17,3;130,8;1872,7;1336,4;541,3
673;10,3;169,4;8,8;17,3;136,4;1515,8;1102,5;432,2
674;7,8;155,1;6,6;14,3;124,6;1584,7;1087,1;530,9
675;8,2;168,4;7;14,7;134,7;1835,1;1232,1;659,6
676;7,9;180,6;6,6;14,7;142,8;1788,8;1203,3;524,3
677;7,9;186,2;6,5;14,6;145,4;1757,7;1145,6;665,3
678;7,9;190,1;6,6;14,4;151;1831,5;1277;613,2
679;8;195,8;6,7;14,4;152,7;2093,4;1365,8;685,2
680;8;193,9;6,9;14,2;157,9;2096,8;1295,4;798,1
681;7,6;197,6;6,5;14,1;158,2;2133,9;1342,2;828,8
682;7,6;209,5;6,5;13,9;162,5;2330,7;1534,7;791,2
683;7,6;220,2;6,6;14,3;173,4;2282;1559,3;799,7
684;7,6;227,5;6,6;14,1;184,7;2359,1;1603,8;765,3
685;8,1;240,4;7,1;15,6;196,1;2522,3;1711,9;776,9
686;8,5;257,3;7,5;15,9;210,5;2765;1947;879,4
687;8,3;263,4;7,3;15,8;211,9;2839,3;1911,8;907,9
688;7,7;252,2;6,7;14,3;203;2732,5;1768,3;968,5
689;7,8;267,9;6,9;15,2;218,2;2672,8;1708,7;947,8
690;7,5;258,5;6,5;14,3;209,4;2691,2;1700,2;1042,2
691;7,6;268,6;6,6;14;217,8;2535,1;1618,1;965,5
692;6,7;253,6;5,9;12,9;203,5;2542,8;1458;1028,8
693;5,7;220,4;4,9;10,5;174,4;2256,4;1280,5;1006,5
694;6,5;281,1;5,6;13,6;224,6;2821,1;1577;1263,5
695;6,4;249,2;5,5;11,1;195,3;2645,8;1601,7;1043,8
696;6,8;266,1;5,9;11,8;212;2737;1533,9;1132,9
697;6,7;273,2;5,9;11,8;216,8;2921;1683,5;1340,3
698;6,7;265,6;5,8;11,8;208,8;3264,9;1948,9;1335,6
699;6;257;5,3;10,8;207,7;3110,7;1801,9;1299,9
700;6;271;5,3;11,1;217,1;3197,6;1771;1399,7
701;6,4;283;5,6;11,6;226,3;3518,8;1973,8;1642,3
702;6,5;302,4;5,7;11,4;235,1;4169,6;2593,2;1641,4
703;8,9;40,9;6,8;13,8;28,6;468,3;336,6;140,8
704;9;43,7;7;14,1;30,8;494,4;352,5;154,6
705;9,3;46,6;7,2;14,4;32,8;503,1;339,5;170,3
706;9,6;50,3;7,4;14,7;34,8;499,2;332,3;180,3
707;9,6;51,9;7,4;14,8;36,1;517;338,3;187,5
708;9,3;52,6;7,3;14,6;37,3;506,3;324,2;192,8
709;9,1;53;7,1;14,5;37,8;506,2;325,1;176,4
710;8,5;50,7;6,8;13,5;36,1;483,9;311,4;174,5
711;8,9;54,8;7;14,1;39,3;504,4;309,3;189,3
712;9,1;58,2;7;14,1;41,1;557,1;360,1;206,6
713;9,4;60,8;7,3;14,1;42,6;595,7;387,2;217,5
714;9,1;65,3;7;14,1;45,2;650,3;429,8;225
715;9,2;68,9;7,1;14,2;47,8;649,8;424,9;231,4
716;9,8;79,2;7,7;15,3;55,4;705,6;453,1;250,1
717;10,7;89,5;8,4;16,2;63,4;790,8;497,1;299,6
718;11,4;102,7;8,8;17,3;72,2;921,1;603,8;324,2
719;10,4;103,8;7,6;14,8;67,6;1205,4;866,6;376,8
720;9,4;99,6;6,7;13;63,7;1254,9;867,2;400,6
721;9,8;117,8;7,1;13,5;75,4;1365,1;891,1;473,5
722;10,8;139,7;7,7;14,8;88,7;1728,1;1075,5;669,1
723;10,9;154,4;7,7;14,9;97,2;1891,8;1278;649,8
724;11,5;167;9;17,8;116,4;2017,6;1332,8;719,4
725;10,6;177,6;8,1;17,3;125;2156;1316,5;851,9
726;12;209,6;9,4;18,7;146,3;2297,6;1419,1;912,7
727;11;220,4;8,5;17,1;153,6;2383,7;1338;1060
728;11;236,8;8,4;17,5;166,8;2428,1;1289,5;1124,2
729;11,6;252,3;8,9;18,2;177;2667,6;1590;1111,9
730;11,7;268,8;9,1;18;184,7;2791,1;1599,9;1200
731;11,4;281,7;8,7;16,7;187,4;2789,6;1634,6;1157,6
732;11;283,3;8,5;16,3;190,9;3107,7;1677,4;1449,3
733;11,8;309,9;9,1;17,3;203,6;3212,6;1731,8;1467,5
734;10,4;295,9;7,9;15,5;195;2843,1;1587,4;1278
735;11,3;320,5;8,2;16;203,8;3061,3;1654,7;1418,1
736;10,9;319,7;7,8;15,5;196,9;3013;1513,9;1501,6
737;9,9;323,3;7,1;13,9;199,4;3106,4;1632,3;1475,3
738;10;334,4;7,1;14,4;208,4;3203,2;1658,1;1556
739;10,1;341,7;7,1;14,4;206;3232,8;1646,3;1571,7
740;9,9;345;7;14,2;213,3;3334,3;1799,7;1548,4
741;9,8;353,5;7,2;14,5;226,8;3450,7;2035;1444,3
742;9,9;383;7,3;14,4;248,4;3755,3;1925,2;1821,2
743;10;361,6;7,9;15,5;252;4576,2;2149,8;2520
744;8,9;330,7;7,4;14,1;247,2;3959,1;1928,4;2041,1
745;9,1;342,9;7,7;14,8;254,6;4174,9;1960,3;2199,3
746;9;347,3;7,5;14,6;255,6;4552,6;2044,4;2550
747;8,6;378,1;7;14,8;289,8;4076,1;2186,3;1902,6
748;9;372,6;7,3;15;274,6;4017,2;2573;1437,5
749;8,7;378,9;6,8;13,8;275,5;4135,2;2397,6;1802,6
750;7,9;354;6;12,2;245;4221,4;2337;1921
751;7,8;372,8;5,9;12;263,6;4342,7;2344,8;2009,6
752;7,7;370,2;5,8;11,5;255,2;4383,5;2438;1934,1
753;7,1;345,3;5,1;10,1;237,9;4030,9;2580,6;1502,6
754;7,5;348,1;5,5;11;242,6;4125,3;2662,2;1444,1
755;7,5;336,4;5;9,9;220,2;4548,5;3212,7;1435,6
756;7,1;334;4,9;9,5;228,3;4699,7;3439,6;1269,1
757;31,4;109,7;25,8;49,3;78,6;582,6;321,3;260
758;30,5;112,8;24,9;48,7;79,5;601;325;269,2
759;30,4;117,3;24,6;48,4;82,4;624,6;334,8;287,3
760;30,9;123,2;25,1;49,4;87,5;645,5;342,9;299,6
761;31;127,6;25,1;49,6;89,7;661,2;351,8;304,5
762;30;124,9;25;48,1;90,1;689,3;363,9;322,3
763;30,9;135,1;25,8;49,4;96,2;735,8;382,4;350,9
764;30,8;136,8;25,9;49,9;99,2;750,3;382,8;365,7
765;31,4;145,2;26,4;50;104,7;796,9;414,6;383,5
766;32,1;156,9;27;51,4;115;886,3;450,2;437
767;31,8;166,1;26,4;50,7;121,6;942,6;486,1;456,3
768;32;173,9;26,5;51,3;127,2;978,1;509,8;466,2
769;32,4;188,4;26,5;50,6;131,9;1083;544;544,7
770;30,2;190,5;24,3;48;133,5;1117,8;556,6;559,7
771;28,6;195,6;23,3;45,1;139,7;1171,8;602,5;565,9
772;28,6;206,4;22,3;42,9;143,4;1228,2;669,6;564,3
773;28,7;224,5;23;41,9;157,3;1583;901,5;678,4
774;27;220,2;21,4;38,1;154,2;1677,7;931,5;709,7
775;27,8;251,6;22,3;40,9;177,6;1802,9;964,9;823,3
776;27,4;270,6;22,3;41,9;194;2130,1;1094,5;1026,8
777;26,5;287;22;41,8;207,7;2267,8;1143,9;1127,3
778;25,9;299,5;21,6;40;219,1;2402,3;1237,1;1158,8
779;25,6;322,3;21;39,3;232,9;2734,8;1452,4;1295,2
780;25,5;355,9;20,5;39,1;256,7;3001,6;1624,5;1347,9
781;25,6;397,2;20,9;39;281,5;3209,9;1577,6;1661,8
782;26,4;421,5;21,3;40;297,3;3400,3;1617,2;1773,9
783;26,5;447,6;21,2;39,7;308,7;3687,1;1777,2;1895,6
784;25,8;452,8;20,5;38,2;316,9;3750,3;1709,8;2052,5
785;25,1;465,3;20;37,8;328,3;3935,8;1793;2161
786;25,8;496,3;20,8;38,4;349,2;4340,1;1968,4;2386,3
787;25,1;508,7;20,4;38,3;356,2;4613,2;2026,3;2623,6
788;27,3;549,4;22,5;40,3;390,2;4889,5;2198,1;2736,8
789;27,7;591,8;22,2;42,5;415,1;4969,3;2267,5;2707,9
790;27,6;618,4;22,1;42,2;426,5;5438;2314,5;3108,6
791;26,6;625,1;21,1;41;416,4;5570,6;2195,5;3384
792;27,3;652,4;21,6;42,3;451,6;5823;2409,4;3399,6
793;26,5;667,9;21;42,7;462,4;5941,5;2470,9;3459,3
794;26,9;672,6;21;43,2;464,8;6132,5;2478,2;3658,9
795;27,4;709,3;21,6;44;489,8;6796;2669,5;4125,6
796;32,9;856,4;26,7;52,3;605,6;7879,8;3126,9;4815,5
797;29,9;865,5;25,9;50,1;615,7;8010,4;3136,2;4856,9
798;33,6;889;27,6;52,3;639,4;8464,3;3132,5;5383,8
799;35,6;946,1;27,9;52,9;675,6;8973,2;3267,1;5680,1
800;37;997,8;27,9;52,2;703,5;8852,1;3252,4;5617,2
801;33,2;1015,8;24,8;46;703;8850,4;3106,5;5725
802;31,6;1005,5;24;46,8;709,3;9486,6;3120,8;6318,6
803;28;964,7;21,8;42,9;699,7;9817,6;3278,5;6589,9
804;26,4;961,9;20,2;42,3;694;10390,1;3219;7185,2
805;26,4;1003,1;20,5;40,9;733,7;10578;3571,2;7060,4
806;32;1134,1;23,9;44;781;10030;3581,5;6451,7
807;26;995,7;19,7;37,3;690,2;9334,1;3908,5;5359,1
808;24,3;961,1;18,9;34,6;659,1;9616,8;3881,7;5718,4
809;24,9;1017,2;18,9;35,2;695,1;9792,8;3955,7;5867,1
810;26,6;1024,1;20,1;37;685,7;10108,1;4327,6;5853,4
811;31,4;119,3;25;48,1;82,2;564,1;288,6;274,3
812;30,6;123,3;24,2;47,5;83,7;583,5;292,7;286,2
813;30,7;128,2;24,1;47,2;86,5;606,8;300;305,3
814;31,1;134,2;24,5;48,2;91,6;623,8;304,7;317,2
815;31,2;139,4;24,5;48,5;94,3;642,5;310,8;328,4
